problem,has_bounds,route_key,constraint_tag,objective_tag,init_source,n_runs,success_rate,success_any,best_nfev,best_time,best_f_final,total_time_sec,total_nfev,llm_total_time_sec,llm_total_nfev,best_time_cost_capped,best_nfev_cost_capped,fallback_rate
HS49,False,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,52.0,0.01346030200147652,3.746219172386122e-13,,,,,0.01346030200147652,52.0,0.0
HS49,False,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,52.0,0.000685839000652777,3.746219172386122e-13,,,0.003573834997951053,267.0,0.000685839000652777,52.0,0.0
HS49,False,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,51.0,0.0006688290013698861,3.746219172386122e-13,,,0.0038015670033928473,261.0,0.0006688290013698861,51.0,0.0
HS49,False,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,1.0,0.10705034899729071,3.184909295550298e+108,1.1103746370026784,10.0,,,0.10705034899729071,1.0,0.0
HS49,False,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,0.10549551299845916,3.6209704460837363e+112,1.1579740519991901,10.0,,,0.10549551299845916,1.0,0.0
HS50,False,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,39.0,0.0024867690008250065,4.0069436035847445e-13,,,,,0.0024867690008250065,39.0,0.0
HS50,False,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,38.0,0.0006001139990985394,4.0069436035847445e-13,,,0.003220149996195687,193.0,0.0006001139990985394,38.0,0.0
HS50,False,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,38.0,0.0005118279987073038,3.423400886822235e-13,,,0.0031492809939663857,194.0,0.0005118279987073038,38.0,0.0
HS50,False,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,1.0,0.10691155600216007,1.0744882297256607e+75,1.2739409810019424,10.0,,,0.10691155600216007,1.0,0.0
HS50,False,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,0.10387019599875202,2.1096163142815234e+76,1.1278731020029227,10.0,,,0.10387019599875202,1.0,0.0
HS51,False,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,5.0,0.00217514800169738,4.930380657631324e-32,,,,,0.00217514800169738,5.0,0.0
HS51,False,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,5.0,0.00014197199925547466,4.930380657631324e-32,,,0.0008625339942227583,25.0,0.00014197199925547466,5.0,0.0
HS51,False,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,5.0,0.0001447850008844398,4.930380657631324e-32,,,0.000899817005119985,25.0,0.0001447850008844398,5.0,0.0
HS51,False,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,1.0,0.10657289899972966,7.43798540625361e+38,1.3012013669977023,10.0,,,0.10657289899972966,1.0,0.0
HS51,False,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,0.0038867179973749444,4.000000194443457,1.0318030310008908,1542.0,,,0.0038867179973749444,1.0,0.0
HS52,False,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,8.0,0.002455984002153855,4.437342591868191e-31,,,,,0.002455984002153855,8.0,0.0
HS52,False,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,8.0,0.00039240700061782263,0.0,,,0.002121918005286716,40.0,0.00039240700061782263,8.0,0.0
HS52,False,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,8.0,0.00016203699851757847,0.0,,,0.0011534320037753787,40.0,0.00016203699851757847,8.0,0.0
HS52,False,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,1.0,0.1048178929995629,2.073577891853461e+39,1.1331700880036806,10.0,,,0.1048178929995629,1.0,0.0
HS52,False,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,0.10316917299860506,3.792652327189937e+39,1.1543560419995629,10.0,,,0.10316917299860506,1.0,0.0
HS53,True,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,5.0,0.002158338000299409,4.930380657631324e-32,,,,,0.002158338000299409,5.0,0.0
HS53,True,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,5.0,0.00033021299896063283,1.232595164407831e-32,,,0.0018082840033457614,25.0,0.00033021299896063283,5.0,0.0
HS53,True,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,5.0,0.00032343600105377845,0.0,,,0.00174744900141377,25.0,0.00032343600105377845,5.0,0.0
HS53,True,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,5.0,0.0003437249979469925,0.0,0.004036317994177807,58.0,,,0.0003437249979469925,5.0,0.0
HS53,True,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,5.0,0.0001971769997908268,6.162975822039155e-32,0.06162063998999656,68.0,,,0.0001971769997908268,5.0,0.0
HS54,True,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,29.0,0.0024700039975869004,-0.9552174960257613,,,,,0.0024700039975869004,29.0,0.0
HS54,True,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,31.0,0.0008996159995149355,-0.9552174960257085,,,0.006462375000410248,158.0,0.0008996159995149355,31.0,0.0
HS54,True,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,29.0,0.0012185750019853003,-0.955217496025763,,,0.006495535002613906,147.0,0.0012185750019853003,29.0,0.0
HS54,True,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,1.0,0.00022056799934944138,-0.9871307335741578,0.007848391000152333,150.0,,,0.00022056799934944138,1.0,0.0
HS54,True,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,9.544600106892176e-05,-0.9207708305497164,0.0019446119949861895,50.0,,,9.544600106892176e-05,1.0,0.0
HS55,True,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,2.0,0.0025003880000440404,1.0000000000000002,,,,,0.0025003880000440404,2.0,0.0
HS55,True,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,2.0,0.00017591499999980442,1.0000000000000027,,,0.001022335000016028,10.0,0.00017591499999980442,2.0,0.0
HS55,True,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,2.0,0.00019847899966407567,1.0000000000000002,,,0.0010366090027673636,10.0,0.00019847899966407567,2.0,0.0
HS55,True,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,2.0,0.0001715340004011523,1.0,0.002053603999229381,20.0,,,0.0001715340004011523,2.0,0.0
HS55,True,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,12.0,0.0002082700011669658,3.3619547271192007e+19,0.01927665000766865,120.0,,,0.0002082700011669658,12.0,0.0
HS57,True,NLC:LS,NLC,LS,cutest,1,1.0,True,12.0,0.020900341001834022,0.030646322360788406,,,,,0.020900341001834022,12.0,0.0
HS57,True,NLC:LS,NLC,LS,llm_post,5,1.0,True,7.0,0.014721563999046339,0.0055939909867680155,,,0.6038619930004643,81.0,0.014721563999046339,7.0,0.0
HS57,True,NLC:LS,NLC,LS,llm_raw,5,1.0,True,7.0,0.01065283800198813,0.0055939909867680155,,,0.5555544270027895,79.0,0.01065283800198813,7.0,0.0
HS57,True,NLC:LS,NLC,LS,random_post,10,1.0,True,3.0,0.042137881002418,3.484751465709725e+102,0.4419567700024345,30.0,,,0.042137881002418,3.0,0.0
HS57,True,NLC:LS,NLC,LS,random_raw,10,1.0,True,1.0,0.08791088599900831,3.2558275202568863e+35,1.0510938400002487,10.0,,,0.08791088599900831,1.0,0.0
HS59,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,32.0,0.03631393800242222,-51.73774724411599,,,,,0.03631393800242222,32.0,0.0
HS59,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,13.0,0.016678463001881028,-6.749504719658489,,,0.08577716499348753,67.0,0.016678463001881028,13.0,0.0
HS59,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,14.0,0.016077704000053927,-51.73774724411761,,,0.0934088160029205,78.0,0.016077704000053927,14.0,0.0
HS59,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,10.0,0.01381142099853605,-23.88274294824034,0.16830768098589033,129.0,,,0.01381142099853605,10.0,0.0
HS59,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,10.0,0.014638664997619344,-51.737747244116946,0.1862887919996865,149.0,,,0.014638664997619344,10.0,0.0
HS6,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,3.0,0.0067720670012931805,4.930380657631324e-32,,,,,0.0067720670012931805,3.0,0.0
HS6,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,3.0,0.0031498919997829944,6.039716305598372e-31,,,0.01798684399909689,15.0,0.0031498919997829944,3.0,0.0
HS6,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,3.0,0.0028239900020707864,4.930380657631324e-32,,,0.014860564002447063,15.0,0.0028239900020707864,3.0,0.0
HS6,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,18.0,0.016632836999633582,0.0,0.23761443100738688,197.0,,,0.016632836999633582,18.0,0.0
HS6,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.10309646200039424,1.8293991549521542e+37,1.0441111770051066,10.0,,,0.10309646200039424,1.0,0.0
HS62,True,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,17.0,0.002644671003508847,-30525.100194843773,,,,,0.002644671003508847,17.0,0.0
HS62,True,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,17.0,0.00046160000056261197,-30525.100194843773,,,0.002514291994884843,85.0,0.00046160000056261197,17.0,0.0
HS62,True,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,17.0,0.0004347200010670349,-30525.100194843773,,,0.002360685000894591,85.0,0.0004347200010670349,17.0,0.0
HS62,True,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,13.0,0.0004419700017024297,-30525.101709651546,0.01955694900971139,245.0,,,0.0004419700017024297,13.0,0.0
HS62,True,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,11.0,0.0006341670014080591,-30525.101709651546,0.03239131900045322,204.0,,,0.0006341670014080591,11.0,0.0
HS64,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,36.0,0.04606455300017842,5800.000000000005,,,,,0.04606455300017842,36.0,0.0
HS64,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,38.0,0.03956508899864275,5800.000000000001,,,0.2921890549987438,232.0,0.03956508899864275,38.0,0.0
HS64,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,34.0,0.039637456997297704,5800.0,,,0.20414565899773152,175.0,0.039637456997297704,34.0,0.0
HS64,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.08525169099812047,3.992202159242117e+20,0.8715077489905525,10.0,,,0.08525169099812047,1.0,0.0
HS64,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.08263170400095987,3.992202159242117e+20,0.8569268510000256,10.0,,,0.08263170400095987,1.0,0.0
HS65,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,15.0,0.02382233900061692,0.11152688589162703,,,,,0.02382233900061692,15.0,0.0
HS65,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,12.0,0.013513797999621602,0.1115268227361013,,,0.08279441799822962,72.0,0.013513797999621602,12.0,0.0
HS65,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,12.0,0.013900497000577161,0.1115268227361013,,,0.08372572600273998,72.0,0.013900497000577161,12.0,0.0
HS65,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,12.0,0.014107143000728684,0.11146089951305106,0.1607952489903255,145.0,,,0.014107143000728684,12.0,0.0
HS65,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,12.0,0.014372139998158673,0.11146089951305106,0.15965326299556182,145.0,,,0.014372139998158673,12.0,0.0
HS68,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,29.0,0.036006970000016736,-0.9852293903571991,,,,,0.036006970000016736,29.0,0.0
HS68,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,15.0,0.02116581000154838,-0.9852293383769439,,,0.11178368000400951,79.0,0.02116581000154838,15.0,0.0
HS68,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,15.0,0.02189586099848384,-0.9852293944597311,,,0.12507825299690012,101.0,0.02189586099848384,15.0,0.0
HS68,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,33.0,0.03549843200016767,-0.985231977910035,2.3175449810005375,1103.0,,,0.03549843200016767,33.0,0.0
HS68,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,17.0,0.027097431000584038,-0.9852319779100379,2.5770115250052186,336.0,,,0.027097431000584038,17.0,0.0
HS69,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,24.0,0.035930876998463646,-995.5212609164953,,,,,0.035930876998463646,24.0,0.0
HS69,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,21.0,0.02667490100066061,-995.5212714649495,,,0.15140335800606408,114.0,0.02667490100066061,21.0,0.0
HS69,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,21.0,0.025589692002540687,-995.5212655750931,,,0.14310494000164908,119.0,0.025589692002540687,21.0,0.0
HS69,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,21.0,0.03920931299944641,-995.5212745301416,2.8507831119968614,1005.0,,,0.03920931299944641,21.0,0.0
HS69,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,21.0,0.022544751001987606,-995.5212627981866,0.8442966979928315,841.0,,,0.022544751001987606,21.0,0.0
HS70,True,NLC:LS,NLC,LS,cutest,1,1.0,True,36.0,0.046835576999001205,0.007498463752616348,,,,,0.046835576999001205,36.0,0.0
HS70,True,NLC:LS,NLC,LS,llm_post,5,1.0,True,33.0,0.04057920800187276,0.007498463669854296,,,0.21053698000469012,179.0,0.04057920800187276,33.0,0.0
HS70,True,NLC:LS,NLC,LS,llm_raw,5,1.0,True,33.0,0.03829267900073319,0.007498463669854296,,,0.2038665959989885,179.0,0.03829267900073319,33.0,0.0
HS70,True,NLC:LS,NLC,LS,random_post,10,1.0,True,21.0,0.048578621997876326,0.18637548173070423,0.9862362400017446,625.0,,,0.048578621997876326,21.0,0.0
HS70,True,NLC:LS,NLC,LS,random_raw,10,1.0,True,21.0,0.0573431509983493,0.18637548173070423,0.9930119010023191,625.0,,,0.0573431509983493,21.0,0.0
HS72,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,7.0,0.0157634009992762,1.0072858853943134,,,,,0.0157634009992762,7.0,0.0
HS72,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,141.0,0.14010384700304712,1.0072045129325953,,,0.8667856920001213,826.0,0.14010384700304712,141.0,0.0
HS72,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,7.0,0.009355212998343632,1.0072068760352242,,,0.053894134995061904,41.0,0.009355212998343632,7.0,0.0
HS72,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,26.0,0.47551558800114435,1.0039999999999996,4.885585317999357,303.0,,,0.47551558800114435,26.0,0.0
HS72,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,26.0,0.46565162600018084,1.0039999999999996,5.009140996000497,303.0,,,0.46565162600018084,26.0,0.0
HS73,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,8.0,0.019341623003128916,0.017256108443886597,,,,,0.019341623003128916,8.0,0.0
HS73,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,8.0,0.009219780997227645,0.0160000655269711,,,0.047563952997734305,40.0,0.009219780997227645,8.0,0.0
HS73,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,7.0,0.00865791700198315,0.014906975394540375,,,0.04673033300059615,39.0,0.00865791700198315,7.0,0.0
HS73,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,8.0,0.009974791999411536,0.015770172820343743,0.11975621998499264,80.0,,,0.009974791999411536,8.0,0.0
HS73,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.0862052689990378,2.3470005280781912e+21,0.8926295239980391,12.0,,,0.0862052689990378,1.0,0.0
HS75,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,6.0,0.013538496998080518,0.001956155697021972,,,,,0.013538496998080518,6.0,0.0
HS75,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,15.0,0.02124903100047959,5.2925201993641525e-05,,,0.1308328220002295,84.0,0.02124903100047959,15.0,0.0
HS75,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,6.0,0.008725141000468284,0.0003199764867867009,,,0.05650020000393852,38.0,0.008725141000468284,6.0,0.0
HS75,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,15.0,0.01879844599898206,5.017315954219007e-05,0.2595866199953889,170.0,,,0.01879844599898206,15.0,0.0
HS75,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,12.0,0.014800079999986337,5.541647419697689e-05,0.17583544199806056,137.0,,,0.014800079999986337,12.0,0.0
HS76,True,LCBSmoothNLP,LCB,SmoothNLP,cutest,1,1.0,True,12.0,0.02239480500065838,-5.249993599214662,,,,,0.02239480500065838,12.0,0.0
HS76,True,LCBSmoothNLP,LCB,SmoothNLP,llm_post,5,1.0,True,11.0,0.014633295002568047,-5.249993599310081,,,0.08119737400193117,59.0,0.014633295002568047,11.0,0.0
HS76,True,LCBSmoothNLP,LCB,SmoothNLP,llm_raw,5,1.0,True,11.0,0.01620048100085114,-5.249993599310081,,,0.08578126199063263,59.0,0.01620048100085114,11.0,0.0
HS76,True,LCBSmoothNLP,LCB,SmoothNLP,random_post,10,1.0,True,11.0,0.016560406002099626,-5.249998720005847,0.23272227200868656,128.0,,,0.016560406002099626,11.0,0.0
HS76,True,LCBSmoothNLP,LCB,SmoothNLP,random_raw,10,1.0,True,1.0,0.10277237300033448,1.0989455070431947e+39,1.0481010949915799,10.0,,,0.10277237300033448,1.0,0.0
HS76I,True,LCBSmoothNLP,LCB,SmoothNLP,cutest,1,1.0,True,12.0,0.02097833999869181,-5.249993598890724,,,,,0.02097833999869181,12.0,0.0
HS76I,True,LCBSmoothNLP,LCB,SmoothNLP,llm_post,5,1.0,True,12.0,0.01598651599852019,-5.249993598890724,,,0.08192425100060063,60.0,0.01598651599852019,12.0,0.0
HS76I,True,LCBSmoothNLP,LCB,SmoothNLP,llm_raw,5,1.0,True,12.0,0.016307021000102395,-5.249993598890724,,,0.0833392750027997,60.0,0.016307021000102395,12.0,0.0
HS76I,True,LCBSmoothNLP,LCB,SmoothNLP,random_post,10,1.0,True,12.0,0.015653909998945892,-5.249993599888929,0.2151269720052369,133.0,,,0.015653909998945892,12.0,0.0
HS76I,True,LCBSmoothNLP,LCB,SmoothNLP,random_raw,10,1.0,True,12.0,0.01646672900096746,-5.249998719994773,0.18929819498953293,141.0,,,0.01646672900096746,12.0,0.0
HS77,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,38.0,0.05164140399938333,2.1108485903981586e-09,,,,,0.05164140399938333,38.0,0.0
HS77,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,36.0,0.04206725599942729,1.1097716771321998e-09,,,0.284000712003035,231.0,0.04206725599942729,36.0,0.0
HS77,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,30.0,0.035475295000651386,2.1108485903981586e-09,,,0.23295850700014853,203.0,0.035475295000651386,30.0,0.0
HS77,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.10677031000159332,3.3588795152816686e+104,1.1559894100100792,10.0,,,0.10677031000159332,1.0,0.0
HS77,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.106199211000785,3.6209704460837363e+112,1.0863474099969608,10.0,,,0.106199211000785,1.0,0.0
HS78,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,0.0,False,,,,,,,,60.0,1000000.0,0.0
HS78,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,0.0,False,,,,,,0.8034064780003973,0.0,60.0,1000000.0,0.0
HS78,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,0.0,False,,,,,,0.7273564699971757,0.0,60.0,1000000.0,0.0
HS78,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.10439282700099284,-7.185610976691667e+97,1.1376610490005987,10.0,,,0.10439282700099284,1.0,0.0
HS78,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.1054261140016024,-8.265732194301747e+98,1.1397140539957036,10.0,,,0.1054261140016024,1.0,0.0
HS79,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,38.0,0.05391560999851208,8.035742661831107e-10,,,,,0.05391560999851208,38.0,0.0
HS79,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,31.0,0.03528543399806949,4.6251532861874073e-10,,,0.2659380329932901,205.0,0.03528543399806949,31.0,0.0
HS79,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,32.0,0.03777639699910651,5.892957245538867e-10,,,0.2059806609977386,179.0,0.03777639699910651,32.0,0.0
HS79,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.10328415999902063,2.5024800809677895e+77,1.1239034500067646,10.0,,,0.10328415999902063,1.0,0.0
HS79,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.1058705289979116,1.3294997158205636e+78,1.1088238109914528,10.0,,,0.1058705289979116,1.0,0.0
HS8,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,1.0,0.005427170999610098,-1.0,,,,,0.005427170999610098,1.0,0.0
HS8,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,1.0,0.002172402000724105,-1.0,,,0.011538439997821115,5.0,0.002172402000724105,1.0,0.0
HS8,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,1.0,0.0013025050029682461,-1.0,,,0.009452273003262235,5.0,0.0013025050029682461,1.0,0.0
HS8,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.0015701590018579736,-1.0,0.01679660200170474,10.0,,,0.0015701590018579736,1.0,0.0
HS8,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.0011299260004307143,-1.0,0.012898073993710568,10.0,,,0.0011299260004307143,1.0,0.0
HS83,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,12.0,0.02317190499888966,-32217.431018121206,,,,,0.02317190499888966,12.0,0.0
HS83,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,14.0,0.019060000999161275,-32217.431018016614,,,0.1001204409985803,70.0,0.019060000999161275,14.0,0.0
HS83,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,12.0,0.018060843998682685,-32217.431018121206,,,0.09177188600006048,60.0,0.018060843998682685,12.0,0.0
HS83,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,13.0,0.019438056002400117,-32217.4310184367,0.23696494699834147,143.0,,,0.019438056002400117,13.0,0.0
HS83,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,13.0,0.017920815000252333,-32217.431018079755,0.19878431799588725,141.0,,,0.017920815000252333,13.0,0.0
HS84,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,17.0,0.027403854997828603,-1175336751.6256218,,,,,0.027403854997828603,17.0,0.0
HS84,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,17.0,0.0172496740015049,-1175336751.6256218,,,0.08771090200025355,85.0,0.0172496740015049,17.0,0.0
HS84,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,17.0,0.016872997999598738,-1175336751.6256218,,,0.08879247299773851,85.0,0.016872997999598738,17.0,0.0
HS84,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,0.1,True,136.0,0.12321611399966059,-1175336751.608511,4.443174645999534,136.0,,,0.12321611399966059,136.0,0.0
HS84,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,0.3,True,43.0,0.04283105900321971,-1175336751.762065,4.203355186004046,604.0,,,0.04283105900321971,43.0,0.0
HS85,True,NLC:Nonsmooth,NLC,Nonsmooth,cutest,1,1.0,True,31.0,0.03799741300099413,-3.00212834798662,,,,,0.03799741300099413,31.0,0.0
HS85,True,NLC:Nonsmooth,NLC,Nonsmooth,llm_post,5,1.0,True,25.0,0.02892232799786143,-3.0022190226784953,,,0.16285400599736022,153.0,0.02892232799786143,25.0,0.0
HS85,True,NLC:Nonsmooth,NLC,Nonsmooth,llm_raw,5,1.0,True,25.0,0.02722373800133937,-3.0022190226784953,,,0.15851104299508734,153.0,0.02722373800133937,25.0,0.0
HS85,True,NLC:Nonsmooth,NLC,Nonsmooth,random_post,10,1.0,True,17.0,0.02047641899844166,-3.0022385227379234,0.3004220200018608,224.0,,,0.02047641899844166,17.0,0.0
HS85,True,NLC:Nonsmooth,NLC,Nonsmooth,random_raw,10,1.0,True,13.0,0.018607210997288348,-3.0022410133340713,0.26780963899363996,228.0,,,0.018607210997288348,13.0,0.0
HS87,True,NLC:Nonsmooth,NLC,Nonsmooth,cutest,1,1.0,True,17.0,0.03232356099761091,1.2805923192772798e-05,,,,,0.03232356099761091,17.0,0.0
HS87,True,NLC:Nonsmooth,NLC,Nonsmooth,llm_post,5,1.0,True,17.0,0.022547062999365153,1.2805493621361454e-05,,,0.1501114660022722,85.0,0.022547062999365153,17.0,0.0
HS87,True,NLC:Nonsmooth,NLC,Nonsmooth,llm_raw,5,1.0,True,17.0,0.021431958997709444,1.2805612391376558e-05,,,0.11124978499719873,85.0,0.021431958997709444,17.0,0.0
HS87,True,NLC:Nonsmooth,NLC,Nonsmooth,random_post,10,1.0,True,14.0,0.019865386999299517,1.2794288681664748e-05,0.2583460589958122,162.0,,,0.019865386999299517,14.0,0.0
HS87,True,NLC:Nonsmooth,NLC,Nonsmooth,random_raw,10,1.0,True,14.0,0.017417021001165267,1.2962144275657602e-05,0.2743961359919922,237.0,,,0.017417021001165267,14.0,0.0
HS89,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,3.0,0.0074979499986511655,0.0,,,,,0.0074979499986511655,3.0,0.0
HS89,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,3.0,0.004473044002224924,0.0,,,0.025362348002090584,15.0,0.004473044002224924,3.0,0.0
