problem,has_bounds,route_key,constraint_tag,objective_tag,init_source,n_runs,success_rate,success_any,best_nfev,best_time,best_f_final,total_time_sec,total_nfev,llm_total_time_sec,llm_total_nfev,best_time_cost_capped,best_nfev_cost_capped,fallback_rate
GROUPING,True,NLC:LS,NLC,LS,random_raw,10,1.0,True,36.0,0.0700331810003263,1.43749848224736e-12,0.8365207820024807,427.0,,,0.0700331810003263,36.0,0.0
HAIFAM,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,0.0,False,,,,,,,,60.0,1000000.0,0.0
HAIFAM,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,0.0,False,,,,,,3.4846632629996748,0.0,60.0,1000000.0,0.0
HAIFAM,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,0.0,False,,,,,,3.606665117000375,0.0,60.0,1000000.0,0.0
HAIFAM,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.15719203900152934,-9.9823909451857e+21,1.6418256659926556,10.0,,,0.15719203900152934,1.0,0.0
HAIFAM,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.15684191000036662,-9.9823909451857e+21,1.653865816002508,10.0,,,0.15684191000036662,1.0,0.0
HAIFAS,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,0.0,False,,,,,,,,60.0,1000000.0,0.0
HAIFAS,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,0.0,False,,,,,,2.5058496150049905,0.0,60.0,1000000.0,0.0
HAIFAS,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,0.0,False,,,,,,2.4720418929973675,0.0,60.0,1000000.0,0.0
HAIFAS,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.09185789500043029,-9.9823909451857e+19,0.9907406359925517,10.0,,,0.09185789500043029,1.0,0.0
HAIFAS,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.09289681999871391,-9.9823909451857e+19,1.0596378080008435,10.0,,,0.09289681999871391,1.0,0.0
HALDMADS,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,0.0,False,,,,,,,,60.0,1000000.0,0.0
HALDMADS,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,0.0,False,,,,,,2.4280242680033552,0.0,60.0,1000000.0,0.0
HALDMADS,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,0.0,False,,,,,,2.3830302199967264,0.0,60.0,1000000.0,0.0
HALDMADS,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.08745157999874209,1.09789059059248e+19,0.8897919379924133,10.0,,,0.08745157999874209,1.0,0.0
HALDMADS,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.08680583900058991,-6.179274398384225e+19,0.9669175400013046,10.0,,,0.08680583900058991,1.0,0.0
HART6,True,BSmoothNLP,B,SmoothNLP,cutest,1,1.0,True,17.0,0.09343902299951878,-3.322886891589267,,,,,0.09343902299951878,17.0,0.0
HART6,True,BSmoothNLP,B,SmoothNLP,llm_post,5,1.0,True,15.0,0.00029988599999342114,-3.3228868915893153,,,0.001768960999470437,85.0,0.00029988599999342114,15.0,0.0
HART6,True,BSmoothNLP,B,SmoothNLP,llm_raw,5,1.0,True,15.0,0.0002948709989141207,-3.3228868915893153,,,0.0017863120010588318,85.0,0.0002948709989141207,15.0,0.0
HART6,True,BSmoothNLP,B,SmoothNLP,random_post,10,1.0,True,14.0,0.00031914099963614717,-3.322886891589304,0.007712610993621638,289.0,,,0.00031914099963614717,14.0,0.0
HART6,True,BSmoothNLP,B,SmoothNLP,random_raw,10,1.0,True,14.0,0.00036561399974743836,-3.322886891589304,0.036664148999989266,289.0,,,0.00036561399974743836,14.0,0.0
HATFLDD,False,U:LS,U,LS,cutest,1,1.0,True,27.0,0.06011183399823494,2.546948337008648e-07,,,,,0.06011183399823494,27.0,0.0
HATFLDD,False,U:LS,U,LS,llm_post,5,1.0,True,27.0,0.0006330739997792989,2.5469481847683314e-07,,,0.0035945210001955274,140.0,0.0006330739997792989,27.0,0.0
HATFLDD,False,U:LS,U,LS,llm_raw,5,1.0,True,27.0,0.0006720149976899847,2.5469481847683314e-07,,,0.003753246990527259,140.0,0.0006720149976899847,27.0,0.0
HATFLDD,False,U:LS,U,LS,random_post,10,1.0,True,1.0,0.00012150000111432746,14.044040859999999,0.0014789259985263925,10.0,,,0.00012150000111432746,1.0,0.0
HATFLDD,False,U:LS,U,LS,random_raw,10,1.0,True,1.0,0.00013022699931752868,14.044040859999999,0.0020150349992036354,10.0,,,0.00013022699931752868,1.0,0.0
HATFLDF,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,1.0,0.004133464997721603,0.0,,,,,0.004133464997721603,1.0,0.0
HATFLDF,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,1.0,0.0021684169987565838,0.0,,,0.011705828994308831,5.0,0.0021684169987565838,1.0,0.0
HATFLDF,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,1.0,0.0015749220001453068,0.0,,,0.00817503300277167,5.0,0.0015749220001453068,1.0,0.0
HATFLDF,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.0019486900018819142,0.0,0.023714029000984738,10.0,,,0.0019486900018819142,1.0,0.0
HATFLDF,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.0010897469983319752,0.0,0.013280808998388238,10.0,,,0.0010897469983319752,1.0,0.0
HATFLDFL,False,USmoothNLP,U,SmoothNLP,cutest,1,1.0,True,10.0,0.03182774499873631,6.657469848867237e-05,,,,,0.03182774499873631,10.0,0.0
HATFLDFL,False,USmoothNLP,U,SmoothNLP,llm_post,5,1.0,True,10.0,0.00044546600111061707,6.657469848867237e-05,,,0.006203689001267776,280.0,0.00044546600111061707,10.0,0.0
HATFLDFL,False,USmoothNLP,U,SmoothNLP,llm_raw,5,1.0,True,10.0,0.0004984259976481553,6.657469848867237e-05,,,0.009578018998581683,280.0,0.0004984259976481553,10.0,0.0
HATFLDFL,False,USmoothNLP,U,SmoothNLP,random_post,10,1.0,True,37.0,0.0004991009991499595,1.4875953114538087e+37,0.03935079999428126,1730.0,,,0.0004991009991499595,37.0,0.0
HATFLDFL,False,USmoothNLP,U,SmoothNLP,random_raw,10,1.0,True,37.0,0.0013681790005648509,1.4875953114538087e+37,0.059208302991464734,1730.0,,,0.0013681790005648509,37.0,0.0
HATFLDG,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,1.0,0.004495802997553255,0.0,,,,,0.004495802997553255,1.0,0.0
HATFLDG,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,1.0,0.0017003859975375235,0.0,,,0.00900301000001491,5.0,0.0017003859975375235,1.0,0.0
HATFLDG,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,1.0,0.00161441100135562,0.0,,,0.00848714700259734,5.0,0.00161441100135562,1.0,0.0
HATFLDG,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.0016986610025924165,0.0,0.019719971001904923,10.0,,,0.0016986610025924165,1.0,0.0
HATFLDG,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.0012112530021113344,0.0,0.014572104009857867,10.0,,,0.0012112530021113344,1.0,0.0
HATFLDH,True,LCBSmoothNLP,LCB,SmoothNLP,cutest,1,1.0,True,7.0,0.012360369000816718,-49.98400067593995,,,,,0.012360369000816718,7.0,0.0
HATFLDH,True,LCBSmoothNLP,LCB,SmoothNLP,llm_post,5,1.0,True,7.0,0.00789946599979885,-49.99485136547072,,,0.04351649299860583,36.0,0.00789946599979885,7.0,0.0
HATFLDH,True,LCBSmoothNLP,LCB,SmoothNLP,llm_raw,5,1.0,True,7.0,0.00817973700031871,-49.99506068830314,,,0.04782907500339206,41.0,0.00817973700031871,7.0,0.0
HATFLDH,True,LCBSmoothNLP,LCB,SmoothNLP,random_post,10,1.0,True,7.0,0.008051175998843974,-49.997530816000676,0.09745591499449802,80.0,,,0.008051175998843974,7.0,0.0
HATFLDH,True,LCBSmoothNLP,LCB,SmoothNLP,random_raw,10,1.0,True,8.0,0.009755648003192618,-49.997530816000676,0.14885383400542196,130.0,,,0.009755648003192618,8.0,0.0
HEART6LS,False,U:LS,U,LS,cutest,1,1.0,True,510.0,0.12267448400234571,0.03528353133337092,,,,,0.12267448400234571,510.0,0.0
HEART6LS,False,U:LS,U,LS,llm_post,5,0.8,True,369.0,0.00540008999814745,0.03528353133337092,,,0.06833058499978506,1776.0,0.00540008999814745,369.0,0.0
HEART6LS,False,U:LS,U,LS,llm_raw,5,0.8,True,369.0,0.012899031000415562,0.03528353133337092,,,0.07856640100726509,1776.0,0.012899031000415562,369.0,0.0
HEART6LS,False,U:LS,U,LS,random_post,10,1.0,True,2.0,0.00011772899961215444,0.0,0.0021368279958551284,96.0,,,0.00011772899961215444,2.0,0.0
HEART6LS,False,U:LS,U,LS,random_raw,10,1.0,True,2.0,0.00012939299995196052,0.0,0.004165262998867547,96.0,,,0.00012939299995196052,2.0,0.0
HEART8,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,1.0,0.005185932001040783,0.0,,,,,0.005185932001040783,1.0,0.0
HEART8,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,1.0,0.0021847169991815463,0.0,,,0.011677731999952812,5.0,0.0021847169991815463,1.0,0.0
HEART8,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,1.0,0.001081859998521395,0.0,,,0.005745597998611629,5.0,0.001081859998521395,1.0,0.0
HEART8,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.001063295996573288,0.0,0.042113176994462265,10.0,,,0.001063295996573288,1.0,0.0
HEART8,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.0011076350019720849,0.0,0.012570750001032138,10.0,,,0.0011076350019720849,1.0,0.0
HEART8LS,False,U:LS,U,LS,cutest,1,1.0,True,423.0,0.12929497100049048,5.60690305718049e-13,,,,,0.12929497100049048,423.0,0.0
HEART8LS,False,U:LS,U,LS,llm_post,5,0.4,True,423.0,0.010677202000806574,4.2972477977375023e-13,,,0.06294254700333113,891.0,0.010677202000806574,423.0,0.0
HEART8LS,False,U:LS,U,LS,llm_raw,5,0.4,True,423.0,0.013074721999146277,4.2972477977375023e-13,,,0.08742261000588769,891.0,0.013074721999146277,423.0,0.0
HEART8LS,False,U:LS,U,LS,random_post,10,0.9,True,2.0,0.00015048400018713437,0.0,0.02376830399953178,830.0,,,0.00015048400018713437,2.0,0.0
HEART8LS,False,U:LS,U,LS,random_raw,10,0.9,True,2.0,0.0002753039989329409,0.0,0.029250350995425833,830.0,,,0.0002753039989329409,2.0,0.0
HELIX,False,U:LS,U,LS,cutest,1,1.0,True,34.0,0.03898788700098521,5.342033740546531e-17,,,,,0.03898788700098521,34.0,0.0
HELIX,False,U:LS,U,LS,llm_post,5,1.0,True,29.0,0.0006903790017531719,5.342033740546531e-17,,,0.004089908998139435,165.0,0.0006903790017531719,29.0,0.0
HELIX,False,U:LS,U,LS,llm_raw,5,1.0,True,29.0,0.0006419460005417932,5.342033740546531e-17,,,0.003748739000002388,165.0,0.0006419460005417932,29.0,0.0
HELIX,False,U:LS,U,LS,random_post,10,1.0,True,26.0,0.0006107409972173627,2.4935889841935705e-18,0.012047593991155736,331.0,,,0.0006107409972173627,26.0,0.0
HELIX,False,U:LS,U,LS,random_raw,10,1.0,True,26.0,0.0007999159970495384,2.4935889841935705e-18,0.0302219079931092,331.0,,,0.0007999159970495384,26.0,0.0
HIMMELBA,False,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,1.0,0.0013865789987903554,0.0,,,,,0.0013865789987903554,1.0,0.0
HIMMELBA,False,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,1.0,0.00021274000027915463,0.0,,,0.0013056080024398398,5.0,0.00021274000027915463,1.0,0.0
HIMMELBA,False,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,1.0,9.286999920732342e-05,0.0,,,0.0005168069947103504,5.0,9.286999920732342e-05,1.0,0.0
HIMMELBA,False,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,1.0,0.00012485099796322174,0.0,0.0015244469868775923,10.0,,,0.00012485099796322174,1.0,0.0
HIMMELBA,False,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,8.876699939719401e-05,0.0,0.0011985370038019028,10.0,,,8.876699939719401e-05,1.0,0.0
HIMMELBD,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,1.0,0.004251549999025883,0.0,,,,,0.004251549999025883,1.0,0.0
HIMMELBD,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,1.0,0.0017969729997275863,0.0,,,0.01146615800098516,5.0,0.0017969729997275863,1.0,0.0
HIMMELBD,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,1.0,0.001257941999938339,0.0,,,0.00997839099727571,5.0,0.001257941999938339,1.0,0.0
HIMMELBD,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.0012242119992151856,0.0,0.014875782999297371,10.0,,,0.0012242119992151856,1.0,0.0
HIMMELBD,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.001068968998879427,0.0,0.01185763800458517,10.0,,,0.001068968998879427,1.0,0.0
HIMMELBE,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,1.0,0.004181258998869453,0.0,,,,,0.004181258998869453,1.0,0.0
HIMMELBE,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,1.0,0.0012267719976080116,0.0,,,0.007586695999634685,5.0,0.0012267719976080116,1.0,0.0
HIMMELBE,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,1.0,0.002211230999819236,0.0,,,0.011521953998453682,5.0,0.002211230999819236,1.0,0.0
HIMMELBE,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.001612931999261491,0.0,0.01907966200087685,10.0,,,0.001612931999261491,1.0,0.0
HIMMELBE,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.0011241600004723296,0.0,0.01259982199917431,10.0,,,0.0011241600004723296,1.0,0.0
HIMMELBG,False,USmoothNLP,U,SmoothNLP,cutest,1,1.0,True,10.0,0.029269236998516135,9.058849602974784e-15,,,,,0.029269236998516135,10.0,0.0
HIMMELBG,False,USmoothNLP,U,SmoothNLP,llm_post,5,1.0,True,10.0,0.0005288959982863162,9.058849602974784e-15,,,0.004175710997515125,51.0,0.0005288959982863162,10.0,0.0
HIMMELBG,False,USmoothNLP,U,SmoothNLP,llm_raw,5,1.0,True,10.0,0.0005156020015419926,9.058849602974784e-15,,,0.002977526997710811,51.0,0.0005156020015419926,10.0,0.0
HIMMELBG,False,USmoothNLP,U,SmoothNLP,random_post,10,1.0,True,1.0,0.0002202950017817784,0.0,0.0048385169939137995,82.0,,,0.0002202950017817784,1.0,0.0
HIMMELBG,False,USmoothNLP,U,SmoothNLP,random_raw,10,1.0,True,1.0,0.0002647809997142758,0.0,0.006332459997793194,82.0,,,0.0002647809997142758,1.0,0.8
HIMMELBH,False,USmoothNLP,U,SmoothNLP,cutest,1,1.0,True,9.0,0.003665267999167554,-0.9999999999999998,,,,,0.003665267999167554,9.0,0.0
HIMMELBH,False,USmoothNLP,U,SmoothNLP,llm_post,5,1.0,True,9.0,0.00033243600046262145,-0.9999999999999998,,,0.006462138997449074,48.0,0.00033243600046262145,9.0,0.0
HIMMELBH,False,USmoothNLP,U,SmoothNLP,llm_raw,5,1.0,True,9.0,0.00044952399912290275,-0.9999999999999998,,,0.00927075100116781,48.0,0.00044952399912290275,9.0,0.0
HIMMELBH,False,USmoothNLP,U,SmoothNLP,random_post,10,1.0,True,4.0,0.00013012300041737035,-1e+60,0.006717179006955121,40.0,,,0.00013012300041737035,4.0,0.0
HIMMELBH,False,USmoothNLP,U,SmoothNLP,random_raw,10,1.0,True,4.0,0.00014683600238640793,-1e+60,0.0064576510012557264,40.0,,,0.00014683600238640793,4.0,0.0
HIMMELBI,True,LCBSmoothNLP,LCB,SmoothNLP,cutest,1,1.0,True,28.0,0.17863847999979043,-1754.999990910298,,,,,0.17863847999979043,28.0,0.0
HIMMELBI,True,LCBSmoothNLP,LCB,SmoothNLP,llm_post,5,1.0,True,31.0,0.061017421998258214,-1754.9999897277803,,,0.31411623600070016,159.0,0.061017421998258214,31.0,0.0
HIMMELBI,True,LCBSmoothNLP,LCB,SmoothNLP,llm_raw,5,1.0,True,28.0,0.05364006700256141,-1754.999990910298,,,0.3034483660085243,154.0,0.05364006700256141,28.0,0.0
HIMMELBI,True,LCBSmoothNLP,LCB,SmoothNLP,random_post,10,1.0,True,29.0,0.0565557859990804,-1754.9999855012957,0.6031021759918076,303.0,,,0.0565557859990804,29.0,0.0
HIMMELBI,True,LCBSmoothNLP,LCB,SmoothNLP,random_raw,10,1.0,True,3.0,0.011077499999373686,-1755.0,0.15004652100105886,45.0,,,0.011077499999373686,3.0,0.0
HIMMELBJ,True,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,0.0,False,,,,,,,,60.0,1000000.0,0.0
HIMMELBJ,True,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,0.0,False,,,,,,7.356935606996558,0.0,60.0,1000000.0,0.0
HIMMELBJ,True,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,0.0,False,,,,,,7.078995005998877,0.0,60.0,1000000.0,0.0
HIMMELBJ,True,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,0.0,False,,,,14.837009997994755,0.0,,,60.0,1000000.0,0.0
HIMMELBJ,True,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,1.0,0.00043324400030542165,-1.8788414929943596e+22,0.01524336299917195,10.0,,,0.00043324400030542165,1.0,0.0
HIMMELP2,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,17.0,0.025964017000660533,-62.053935062792334,,,,,0.025964017000660533,17.0,0.0
HIMMELP2,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,15.0,0.018743199998425553,-62.05393506279586,,,0.10933491999094258,84.0,0.018743199998425553,15.0,0.0
HIMMELP2,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,15.0,0.01959592500134022,-62.05393506279586,,,0.10763202900488977,84.0,0.01959592500134022,15.0,0.0
HIMMELP2,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,14.0,0.01693161400180543,-62.053935062796086,0.20044386900190148,144.0,,,0.01693161400180543,14.0,0.0
HIMMELP2,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,11.0,0.015574506000120891,-62.05393506279506,0.19682839999950374,156.0,,,0.015574506000120891,11.0,0.0
HIMMELP3,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,10.0,0.016500100999110145,-59.01144891335298,,,,,0.016500100999110145,10.0,0.0
HIMMELP3,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,10.0,0.011563751999347005,-59.01191861717314,,,0.0664882730015961,56.0,0.011563751999347005,10.0,0.0
HIMMELP3,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,10.0,0.011873765997734154,-59.01191861717314,,,0.06779438500234392,56.0,0.011873765997734154,10.0,0.0
HIMMELP3,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,6.0,0.007117252000170993,-59.01145661281339,0.08528217700586538,67.0,,,0.007117252000170993,6.0,0.0
HIMMELP3,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,9.0,0.011417244997574016,-59.01151772526282,0.16985567799201817,138.0,,,0.011417244997574016,9.0,0.0
HIMMELP4,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,10.0,0.016894685999432113,-59.01144891335298,,,,,0.016894685999432113,10.0,0.0
HIMMELP4,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,10.0,0.01136702900112141,-59.01169571879291,,,0.0584088059986243,51.0,0.01136702900112141,10.0,0.0
HIMMELP4,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,10.0,0.0115714499988826,-59.01169571879291,,,0.05901113799336599,51.0,0.0115714499988826,10.0,0.0
HIMMELP4,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,6.0,0.0070685319988115225,-59.01145661281339,0.08114911499797017,67.0,,,0.0070685319988115225,6.0,0.0
HIMMELP4,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,9.0,0.010974486001941841,-59.01151772526282,0.1627923810046923,138.0,,,0.010974486001941841,9.0,0.0
HIMMELP6,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,9.0,0.014804616999754217,-59.011697403380026,,,,,0.014804616999754217,9.0,0.0
HIMMELP6,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,7.0,0.008646676000353182,-59.011832289606104,,,0.05379746799735585,49.0,0.008646676000353182,7.0,0.0
HIMMELP6,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,9.0,0.011010212001565378,-59.012711991340666,,,0.06417995799711207,51.0,0.011010212001565378,9.0,0.0
HIMMELP6,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,6.0,0.007022867001069244,-59.01145661281339,0.08265729300183011,67.0,,,0.007022867001069244,6.0,0.0
HIMMELP6,True,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,9.0,0.011472755002614576,-59.01151772526282,0.16875302500920952,138.0,,,0.011472755002614576,9.0,0.0
HONG,True,LEBSmoothNLP,LEB,SmoothNLP,cutest,1,1.0,True,2.0,0.0021534050029003993,4.061062663274334,,,,,0.0021534050029003993,2.0,0.0
HONG,True,LEBSmoothNLP,LEB,SmoothNLP,llm_post,5,1.0,True,2.0,0.00027041599969379604,4.061062663274334,,,0.0015264009998645633,12.0,0.00027041599969379604,2.0,0.0
HONG,True,LEBSmoothNLP,LEB,SmoothNLP,llm_raw,5,1.0,True,1.0,0.00025088199981837533,4.061062663274334,,,0.0014225240011001006,10.0,0.00025088199981837533,1.0,0.0
HONG,True,LEBSmoothNLP,LEB,SmoothNLP,random_post,10,1.0,True,2.0,0.0003055689994653221,4.061062663274334,0.007434958002704661,31.0,,,0.0003055689994653221,2.0,0.0
HONG,True,LEBSmoothNLP,LEB,SmoothNLP,random_raw,10,1.0,True,2.0,0.0001871109998319298,4.061062663274334,0.025557489003404044,27.0,,,0.0001871109998319298,2.0,0.0
HS1,True,B:LS,B,LS,cutest,1,1.0,True,30.0,0.06517294100194704,2.369120530377293e-16,,,,,0.06517294100194704,30.0,0.0
HS1,True,B:LS,B,LS,llm_post,5,1.0,True,24.0,0.0009747170006448869,2.369120530377293e-16,,,0.005959812999208225,150.0,0.0009747170006448869,24.0,0.0
HS1,True,B:LS,B,LS,llm_raw,5,1.0,True,24.0,0.0009153210012300406,2.369120530377293e-16,,,0.005371947001549415,150.0,0.0009153210012300406,24.0,0.0
HS1,True,B:LS,B,LS,random_post,10,0.4,True,80.0,0.0016276540009130258,1.5722985843613422e+18,0.030688238999573514,358.0,,,0.0016276540009130258,80.0,0.0
HS1,True,B:LS,B,LS,random_raw,10,0.4,True,80.0,0.0033636890002526343,1.5722985843613422e+18,0.04723724899668014,358.0,,,0.0033636890002526343,80.0,0.0
HS10,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,0.0,False,,,,,,,,60.0,1000000.0,0.0
HS10,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,0.0,False,,,,,,2.4027116099969135,0.0,60.0,1000000.0,0.0
HS10,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,0.0,False,,,,,,2.3234671510035696,0.0,60.0,1000000.0,0.0
HS10,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,0.1,True,1.0,0.4933565460014506,-3631047542869268.0,4.8159578860067995,1.0,,,0.4933565460014506,1.0,0.0
HS10,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.08391352499893401,-1.6966857386414198e+20,0.9018763050007692,10.0,,,0.08391352499893401,1.0,0.0
HS100,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,17.0,0.02782233000107226,-16.09731739468514,,,,,0.02782233000107226,17.0,0.0
HS100,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,17.0,0.021886344999074936,-16.09731739468514,,,0.1145271670029615,85.0,0.021886344999074936,17.0,0.0
HS100,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,17.0,0.02154240299933008,-16.09731739468514,,,0.11541434899845626,85.0,0.02154240299933008,17.0,0.0
HS100,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.10573475999990478,5.070047611068086e+110,1.1581984629992803,10.0,,,0.10573475999990478,1.0,0.0
HS100,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.10570752199782874,3.6209704460837366e+113,1.0899223220076237,10.0,,,0.10570752199782874,1.0,0.0
HS100LNP,False,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,17.0,0.031167619999905583,-16.09731739468514,,,,,0.031167619999905583,17.0,0.0
HS100LNP,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,17.0,0.023021850000077393,-16.09731739468366,,,0.16535856700284057,105.0,0.023021850000077393,17.0,0.0
HS100LNP,False,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,14.0,0.018445256999257253,-16.09731739468519,,,0.10696600099618081,81.0,0.018445256999257253,14.0,0.0
HS100LNP,False,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,1.0,0.10574391099726199,5.070047611068086e+110,1.2009041210003488,10.0,,,0.10574391099726199,1.0,0.0
HS100LNP,False,NLC:SmoothNLP,NLC,SmoothNLP,random_raw,10,1.0,True,1.0,0.10826711400295608,3.6209704460837366e+113,1.2104262730026676,10.0,,,0.10826711400295608,1.0,0.0
HS101,True,NLC:SmoothNLP,NLC,SmoothNLP,cutest,1,1.0,True,176.0,0.5056103159986378,0.6934017516230291,,,,,0.5056103159986378,176.0,0.0
HS101,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_post,5,1.0,True,88.0,0.10540910300187534,0.6934017516234832,,,0.9626356000007945,499.0,0.10540910300187534,88.0,0.0
HS101,True,NLC:SmoothNLP,NLC,SmoothNLP,llm_raw,5,1.0,True,102.0,0.2511063040001318,0.693401751622997,,,1.7486611050007923,1094.0,0.2511063040001318,102.0,0.0
HS101,True,NLC:SmoothNLP,NLC,SmoothNLP,random_post,10,1.0,True,72.0,0.09452518199759652,0.6934017516229252,1.9444803779952053,1044.0,,,0.09452518199759652,72.0,0.0
