problem,has_bounds,init_source,n_runs,success_rate,success_any,best_nfev,median_nfev,best_time,median_time,best_f_final,fallback_rate
HS35,TRUE,llm_raw,5,1,TRUE,13,14,0.018906729,0.019902968,4.83E-13,0
HS35,TRUE,random_post,10,1,TRUE,14,14,0.017015022,0.01745936,5.42E-10,0
HS35,TRUE,random_raw,10,1,TRUE,1,1,0.103297466,0.106228041,5.35E+38,0
HS35I,TRUE,cutest,1,1,TRUE,15,15,0.026610183,0.026610183,4.85E-13,0
HS35I,TRUE,llm_post,5,1,TRUE,13,14,0.016583646,0.01793677,4.85E-13,0
HS35I,TRUE,llm_raw,5,1,TRUE,13,14,0.017650501,0.018628602,4.85E-13,0
HS35I,TRUE,random_post,10,1,TRUE,14,14,0.017158767,0.018241447,1.15E-11,0
HS35I,TRUE,random_raw,10,1,TRUE,12,14,0.015549339,0.018402758,5.12E-13,0
HS35MOD,TRUE,cutest,1,1,TRUE,9,9,0.016527792,0.016527792,0.250000038,0
HS35MOD,TRUE,llm_post,5,1,TRUE,8,9,0.010759462,0.012005149,0.25,0
HS35MOD,TRUE,llm_raw,5,1,TRUE,8,9,0.01074801,0.011981331,0.25,0
HS35MOD,TRUE,random_post,10,1,TRUE,12,12,0.015875792,0.016337695,0.25,0
HS35MOD,TRUE,random_raw,10,1,TRUE,1,1,0.103422776,0.106734714,1.72E+38,0
HS36,TRUE,cutest,1,1,TRUE,10,10,0.017149069,0.017149069,-9239.934153,0
HS36,TRUE,llm_post,5,1,TRUE,9,10,0.009274145,0.010287829,-9239.934153,0
HS36,TRUE,llm_raw,5,1,TRUE,9,10,0.010154801,0.010371193,-9239.934153,0
HS36,TRUE,random_post,10,1,TRUE,8,13,0.008538262,0.014191056,-9239.984894,0
HS36,TRUE,random_raw,10,1,TRUE,8,11,0.008700625,0.012688336,-9239.988558,0
HS37,TRUE,cutest,1,1,TRUE,7,7,0.011210316,0.011210316,-74087.69998,0
HS37,TRUE,llm_post,5,1,TRUE,7,7,0.006533001,0.006705917,-74087.69999,0
HS37,TRUE,llm_raw,5,1,TRUE,7,7,0.006682391,0.006866945,-74087.69999,0
HS37,TRUE,random_post,10,1,TRUE,7,7,0.006634611,0.006883562,-74087.93959,0
HS37,TRUE,random_raw,10,1,TRUE,9,10,0.008812213,0.012185303,-74087.93959,0
